age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,4,217455,11,9,0,1,4,4,0,0,0,40,39,0
39,1,450770,11,9,4,6,4,2,1,0,0,40,39,0
26,4,366900,11,9,4,3,3,4,1,0,0,40,39,0
47,4,135246,1,7,4,3,4,4,1,0,0,40,39,0
28,4,392487,11,9,2,12,5,4,0,0,0,40,39,0
57,4,183810,15,10,2,10,0,4,1,0,0,40,39,1
58,4,111385,11,9,4,3,1,4,1,0,0,40,39,0
44,6,155930,9,13,2,4,0,4,1,0,0,60,39,0
56,4,345730,9,13,2,10,0,4,1,0,0,45,39,1
27,4,119793,15,10,2,3,0,4,1,0,0,55,0,0
57,4,190488,1,7,2,3,0,4,1,0,0,40,39,1
51,2,251346,6,5,2,8,5,4,0,0,0,38,33,0
40,4,214242,11,9,2,7,0,4,1,0,0,50,39,0
18,4,184101,1,7,4,5,3,4,1,0,0,6,39,0
54,4,186224,11,9,2,3,0,4,1,0,0,40,39,0
29,4,363963,11,9,0,8,1,4,0,0,0,40,39,0
24,4,279175,11,9,2,3,0,4,1,0,0,40,39,0
43,4,253759,15,10,2,13,5,2,0,0,0,40,39,0
60,1,55621,7,12,2,8,0,2,1,0,0,40,39,0
41,2,224799,12,14,2,10,0,4,1,0,0,55,39,1
46,2,216647,0,6,0,11,4,4,0,0,0,20,39,0
44,6,27242,15,10,4,5,3,4,1,0,0,60,39,0
43,4,188436,8,11,0,10,1,4,1,0,0,48,39,0
46,4,234289,12,14,2,4,0,4,1,0,0,60,39,0
47,1,197038,9,13,2,10,0,4,1,0,0,50,39,0
48,4,130812,11,9,2,4,5,4,0,0,0,40,39,0
67,4,169435,6,5,2,14,0,4,1,0,0,40,39,0
45,4,197038,9,13,0,10,1,4,1,0,0,50,39,1
30,4,184687,11,9,4,10,3,4,0,0,0,30,39,0
33,0,202366,11,9,0,0,4,4,0,0,0,32,39,0
66,6,240294,15,10,2,14,0,2,1,0,0,60,39,0
37,4,26898,11,9,0,4,4,4,0,0,0,12,39,0
62,1,164021,12,14,2,4,0,4,1,0,0,40,39,1
29,2,277323,11,9,4,11,4,4,1,0,0,45,39,0
27,4,58124,9,13,4,10,1,2,0,0,0,40,39,0
65,4,184454,11,9,2,7,0,4,1,6418,0,40,39,1
34,4,177596,8,11,2,4,5,4,0,0,0,40,33,1
46,4,164877,15,10,2,3,0,4,1,0,0,44,39,0
38,6,22245,11,9,2,4,0,4,1,0,0,50,39,0
29,6,33798,11,9,2,14,0,4,1,0,0,45,39,0
39,4,290321,0,6,2,7,0,4,1,0,0,40,39,0
63,4,221072,9,13,2,3,0,4,1,0,0,49,0,0
90,4,250832,0,6,2,4,0,4,1,0,0,40,39,0
36,4,180150,2,8,0,6,1,4,1,0,0,40,39,0
39,4,30673,15,10,0,6,1,4,1,0,0,50,39,1
42,4,331651,12,14,4,10,1,4,0,8614,0,50,39,1
33,4,252257,14,15,4,10,1,4,0,0,0,40,39,0
22,4,305874,11,9,2,3,0,4,1,0,0,60,39,0
27,0,147638,12,14,4,0,1,3,0,0,0,40,24,0
65,4,270935,11,9,6,3,1,4,1,0,0,55,39,0
22,4,83704,15,10,4,1,3,4,1,0,0,30,39,0
45,4,112362,0,6,2,12,0,4,1,0,0,40,39,0
26,4,333677,9,13,4,4,3,4,1,2463,0,35,39,0
43,4,397280,7,12,4,10,1,4,1,0,0,50,39,1
20,4,470875,11,9,2,12,3,2,1,0,0,32,39,0
23,4,409230,9,13,4,12,1,4,1,0,0,25,39,0
50,4,48358,11,9,2,3,0,4,1,7688,0,40,39,1
27,4,137645,9,13,4,12,1,2,0,0,1590,40,39,0
47,2,228372,12,14,2,10,0,4,1,0,0,48,39,1
43,4,152159,9,13,2,7,0,2,1,0,0,40,39,0
17,4,175414,11,9,4,8,3,4,0,0,0,15,39,0
30,2,154935,7,12,4,11,1,2,1,0,0,40,39,0
32,4,173730,9,13,2,4,0,4,1,7688,0,40,39,1
40,0,170649,15,10,2,0,0,4,1,0,0,8,39,0
66,4,234743,15,10,2,4,0,4,1,0,0,50,39,0
20,0,358783,15,10,4,0,3,4,0,0,0,35,39,0
51,4,108914,11,9,2,6,0,4,1,0,0,40,39,0
29,4,260645,15,10,4,12,3,4,0,0,0,40,39,0
19,4,246226,11,9,4,3,1,4,0,0,0,40,39,0
25,4,73839,1,7,0,12,3,4,0,0,0,40,39,0
67,0,407618,6,5,0,0,1,4,0,2050,0,40,39,0
58,4,247276,5,4,6,8,1,3,0,0,0,30,39,0
33,4,207201,11,9,2,7,0,4,1,0,0,55,39,1
23,4,230315,15,10,4,8,1,1,1,0,0,40,6,0
28,4,53063,9,13,2,4,0,4,1,0,0,45,39,0
37,4,184117,9,13,4,1,3,4,0,0,0,40,39,0
18,4,276540,2,8,4,12,3,2,0,0,0,15,39,0
56,6,258752,9,13,2,4,0,4,1,0,0,60,39,0
38,4,210198,11,9,4,12,4,4,0,0,0,30,39,0
33,4,557805,8,11,4,12,2,4,0,0,0,40,8,0
28,4,282398,15,10,0,3,1,4,1,0,0,35,39,0
27,4,34273,8,11,4,10,1,4,0,0,1876,36,2,0
42,6,201522,9,13,2,12,0,4,1,0,0,60,39,0
22,0,118910,15,10,4,0,1,4,1,0,0,43,39,0
25,4,124111,9,13,4,1,3,4,0,0,0,40,39,0
38,4,149347,15,10,0,12,1,4,1,0,0,60,39,0
34,4,345705,11,9,0,3,1,4,1,0,1408,38,39,0
51,4,176608,11,9,2,7,5,4,0,0,0,40,39,0
41,4,119266,11,9,2,8,0,4,1,0,0,40,39,0
28,0,205562,12,14,4,0,1,2,0,0,0,40,39,0
34,4,263150,15,10,2,4,5,4,0,0,0,45,39,1
51,5,210736,11,9,4,4,1,4,1,10520,0,40,39,1
55,4,148590,0,6,6,3,4,2,0,0,0,40,39,0
73,6,130391,11,9,4,8,1,4,0,0,0,36,39,0
17,4,188996,6,5,4,12,1,4,0,0,0,30,39,0
44,6,147206,15,10,4,3,3,4,1,0,0,12,39,0
25,4,181528,12,14,4,4,1,4,0,0,0,43,39,0
71,5,172652,9,13,2,10,0,4,1,0,0,30,39,0
56,1,255386,15,10,2,1,0,1,1,0,0,40,25,0
35,4,139012,9,13,2,8,0,1,1,0,0,40,40,0
49,5,201498,11,9,2,3,0,4,1,0,0,40,39,0
24,0,184975,11,9,4,0,1,4,0,0,0,25,39,0
67,6,94809,15,10,6,8,1,4,0,2346,0,33,39,0
20,4,164219,11,9,4,6,3,4,1,0,0,45,39,0
34,4,100145,15,10,2,1,5,4,0,0,0,20,39,0
46,7,121586,9,13,2,3,0,4,1,0,0,40,39,0
44,4,323627,9,13,4,4,1,4,0,0,0,5,39,0
33,4,116294,9,13,4,10,3,4,0,0,0,40,39,1
21,4,202871,11,9,4,12,3,4,1,0,0,44,39,0
34,4,182918,9,13,2,12,0,4,1,7298,0,46,39,1
17,4,194517,1,7,4,5,3,4,0,0,0,18,39,0
38,4,106838,11,9,2,14,0,4,1,0,0,40,39,0
44,4,248406,7,12,2,3,0,4,1,0,0,40,39,1
42,4,122215,11,9,6,10,1,4,1,0,0,40,39,1
55,4,197399,11,9,2,3,0,4,1,0,0,50,39,1
40,4,53727,12,14,4,12,1,4,1,0,0,50,39,1
25,4,401241,15,10,4,8,1,4,0,4416,0,25,39,0
33,4,219553,7,12,2,4,0,4,1,0,0,50,39,0
45,4,145637,8,11,4,12,1,4,0,14344,0,48,39,1
48,4,240175,1,7,5,8,4,2,1,0,0,22,39,0
20,4,194630,11,9,4,12,1,4,1,0,0,40,39,0
31,4,356882,11,9,2,7,0,4,1,5013,0,40,39,0
52,4,213209,15,10,2,3,0,4,1,0,0,40,39,1
24,4,187229,11,9,4,6,3,2,0,0,0,40,39,0
37,4,248010,15,10,2,7,0,4,1,0,1887,40,39,1
67,6,36876,11,9,2,5,0,4,1,0,0,40,39,0
50,4,421132,11,9,2,3,0,4,1,0,0,40,39,0
25,2,192321,9,13,4,10,3,4,0,0,0,40,39,0
23,4,153044,11,9,4,6,4,2,0,0,0,7,39,0
27,4,177955,4,3,4,9,2,4,0,2176,0,40,8,0
34,4,378723,0,6,5,4,4,4,0,0,0,45,39,0
58,4,252419,1,7,2,14,0,4,1,0,0,50,39,0
36,2,173542,11,9,0,1,4,4,0,0,0,40,39,0
42,1,74680,12,14,0,1,1,4,1,0,2001,60,39,0
34,6,208068,6,5,2,3,0,3,1,0,0,40,13,0
59,4,32446,11,9,2,8,0,4,1,0,0,40,39,0
47,4,207140,11,9,0,1,1,4,0,0,0,38,39,0
17,0,341395,0,6,4,0,3,2,1,0,0,20,39,0
73,6,102510,5,4,2,5,0,4,1,6418,0,99,39,1
31,6,340939,9,13,4,13,1,4,1,0,0,40,39,0
21,4,43535,15,10,4,12,1,4,0,0,0,40,39,0
18,0,216508,2,8,4,0,1,4,1,0,0,25,39,0
22,4,106615,9,13,4,4,3,4,0,0,0,15,39,0
77,4,183781,11,9,6,3,4,4,0,0,0,5,39,0
22,4,71469,7,12,4,12,3,4,0,0,0,25,39,0
28,4,126135,15,10,4,5,1,4,0,0,0,40,39,0
27,4,102142,7,12,4,13,1,4,1,0,0,40,39,0
47,4,155107,11,9,2,13,0,4,1,0,0,40,39,0
39,2,183620,15,10,4,11,1,2,0,0,0,40,39,1
32,4,195000,11,9,2,3,0,4,1,0,0,40,39,0
35,4,54595,2,8,4,12,1,2,0,0,0,40,39,0
37,4,175232,9,13,2,10,0,4,1,0,0,40,39,1
25,4,140669,9,13,4,10,1,4,0,0,0,40,39,0
18,4,179597,11,9,4,8,1,4,1,0,0,20,39,0
43,4,207392,15,10,2,14,0,4,1,3103,0,70,39,1
45,2,334039,15,10,2,4,0,4,1,0,0,40,39,1
34,5,174789,11,9,2,12,0,4,1,0,0,60,39,0
39,4,77005,12,14,2,10,0,4,1,99999,0,40,39,1
18,6,304699,0,6,4,3,3,4,1,0,0,40,9,0
41,4,470486,3,2,3,6,4,4,1,0,1719,40,26,0
33,4,150154,11,9,2,3,0,4,1,0,0,40,39,0
62,4,174711,11,9,4,1,1,4,0,0,0,32,39,0
48,4,358382,11,9,4,8,1,2,1,0,0,52,39,0
31,4,348491,9,13,4,4,1,2,0,0,0,40,39,0
36,4,147548,11,9,2,7,0,4,1,0,0,85,39,0
36,4,257380,11,9,2,3,0,2,1,0,0,35,39,0
18,4,182042,1,7,4,8,3,4,0,0,0,19,39,0
28,4,227778,8,11,4,8,2,2,1,0,0,40,39,0
55,4,124771,9,13,2,4,0,4,1,15024,0,50,39,1
27,4,151382,11,9,4,4,3,4,1,0,0,40,39,0
31,4,118551,6,5,0,1,1,4,0,0,0,40,39,0
61,4,233427,9,13,2,10,0,4,1,0,0,30,39,0
54,4,425804,15,10,4,4,1,4,0,0,0,45,39,1
48,4,316101,11,9,0,4,4,4,0,0,0,40,39,0
30,4,385177,9,13,2,10,5,4,0,0,0,24,39,1
35,0,144172,7,12,2,0,5,4,0,0,0,16,39,0
27,4,42850,11,9,4,3,1,4,1,0,0,40,0,0
39,1,257175,9,13,0,13,4,2,0,0,625,40,39,0
17,4,260797,0,6,4,6,3,4,0,0,0,23,39,0
28,4,126060,11,9,2,1,5,4,0,99999,0,36,39,1
36,4,218542,11,9,5,1,4,2,0,0,0,40,39,0
20,4,187592,15,10,4,12,3,4,1,0,0,40,39,0
53,6,98829,9,13,2,10,0,4,1,0,0,50,39,0
37,4,109996,6,5,2,8,5,1,0,0,0,40,17,0
39,4,286026,9,13,2,1,0,4,1,0,0,40,39,1
19,4,140459,1,7,4,3,2,4,1,0,0,25,39,0
35,4,187589,8,11,2,3,0,4,1,0,0,40,39,0
54,6,28186,9,13,0,5,1,4,1,27828,0,50,39,1
31,4,222130,15,10,4,1,1,4,0,0,0,43,39,0
50,4,274528,15,10,2,12,0,4,1,0,0,40,39,0
25,4,184698,0,6,4,7,1,4,1,0,0,40,6,0
38,1,77792,11,9,2,7,0,4,1,0,0,56,39,0
31,4,189759,11,9,2,14,0,4,1,0,0,50,39,0
56,6,356067,12,14,4,12,1,4,1,0,0,16,39,0
25,4,282063,5,4,2,6,0,4,1,0,0,40,26,0
24,4,125031,11,9,4,6,2,4,1,0,0,40,39,0
71,2,337064,12,14,6,10,1,4,0,0,0,40,39,0
41,6,200479,11,9,4,3,1,4,1,0,0,48,39,0
37,4,200153,11,9,2,3,0,4,1,0,0,40,39,0
39,4,179137,11,9,4,1,1,4,0,0,0,40,39,0
39,4,25803,15,10,2,12,0,4,1,0,0,55,39,0
55,4,105582,11,9,2,6,0,4,1,3103,0,40,39,1
22,4,388247,15,10,4,12,3,4,1,0,0,40,39,0
19,0,217769,15,10,4,0,3,4,0,594,0,10,39,0
47,4,262244,9,13,4,12,1,2,1,0,0,60,39,1
23,4,200967,11,9,0,8,3,4,0,0,0,10,39,0
52,6,185407,9,13,2,4,0,4,1,0,0,50,39,1
64,4,387669,3,2,2,14,0,4,1,0,0,40,39,0
21,2,244074,11,9,4,8,1,4,0,0,0,22,39,0
41,4,93793,12,14,2,10,0,4,1,0,0,38,39,1
39,2,32587,15,10,2,4,0,0,1,0,1485,40,39,1
19,4,118549,11,9,4,1,3,4,0,0,0,15,39,0
51,4,122159,15,10,6,10,1,4,0,3325,0,40,39,0
63,6,271550,15,10,2,5,0,4,1,0,0,20,39,0
58,6,115439,12,14,2,12,0,4,1,0,0,40,39,1
26,1,337575,9,13,4,10,1,4,1,0,0,40,39,1
19,7,60412,15,10,4,1,3,4,0,0,0,15,39,0
51,4,203435,11,9,0,12,1,4,0,0,0,40,39,0
55,4,182460,11,9,2,3,0,4,1,15024,0,35,39,1
28,4,268726,11,9,2,3,0,4,1,0,0,46,39,0
25,4,86872,9,13,2,4,0,4,1,0,0,55,39,1
51,4,96609,15,10,2,3,0,4,1,0,0,40,39,0
52,6,140985,9,13,2,1,5,4,0,99999,0,30,39,1
41,6,49572,15,10,2,4,0,4,1,0,0,60,39,0
43,5,198316,9,13,2,4,0,4,1,0,0,50,39,1
46,2,180010,9,13,2,10,5,4,0,0,0,40,39,1
43,4,99185,11,9,0,1,4,4,0,0,0,58,39,0
20,4,366929,15,10,4,1,3,4,0,0,0,35,39,0
19,0,140399,15,10,4,0,2,4,0,0,0,30,39,0
39,4,188038,15,10,0,6,1,4,1,0,0,40,39,0
53,2,135102,11,9,2,8,0,4,1,0,2002,45,39,0
30,1,340899,9,13,4,10,1,4,1,0,0,40,39,0
41,4,169628,11,9,2,7,5,2,0,0,0,40,0,0
57,4,319122,9,13,4,12,1,4,1,0,0,40,39,0
35,2,182570,7,12,2,11,0,4,1,0,0,40,39,1
26,4,109186,15,10,2,12,0,4,1,0,0,50,11,0
43,4,162887,15,10,2,4,0,2,1,0,0,40,39,1
55,4,197399,11,9,2,3,0,4,1,0,0,50,39,1
19,0,188618,15,10,4,0,3,4,0,0,0,25,39,0
30,4,207937,14,15,0,10,1,4,1,10520,0,50,39,1
46,4,224202,15,10,2,12,0,4,1,0,0,50,39,0
19,4,166153,11,9,4,12,3,4,0,0,0,30,39,0
34,4,140092,11,9,4,13,1,4,1,0,0,40,39,0
20,4,161962,15,10,4,1,3,4,0,0,0,16,39,0
20,4,291979,11,9,4,12,4,4,1,0,0,35,39,0
26,4,193347,15,10,0,12,3,4,0,0,0,28,39,0
21,0,77665,15,10,4,0,3,4,1,0,0,35,39,0
23,4,399449,1,7,4,8,3,4,0,0,0,40,39,0
65,0,38189,11,9,4,0,1,2,1,2346,0,40,39,0
29,4,165737,9,13,4,10,1,1,1,0,0,1,24,0
64,5,142166,9,13,0,12,1,4,1,0,0,45,39,0
72,4,165622,15,10,6,1,1,4,0,0,0,25,39,0
58,0,148673,11,9,2,0,0,4,1,0,0,10,39,0
32,4,221680,9,13,4,7,1,4,1,0,0,40,39,0
54,7,93415,9,13,4,10,4,1,0,0,0,40,39,1
50,2,46401,9,13,0,10,4,4,0,0,0,50,39,0
21,4,256356,1,7,4,9,2,4,0,0,0,40,26,0
32,4,193042,9,13,2,12,0,4,1,0,0,44,39,0
26,2,242464,11,9,2,11,0,4,1,3103,0,40,39,1
32,4,327902,11,9,2,12,0,4,1,0,0,40,39,0
62,4,106549,7,12,2,1,5,4,0,0,0,40,39,0
30,4,377017,15,10,2,6,0,4,1,0,0,32,39,0
71,2,365996,9,13,6,10,4,4,0,0,0,6,39,0
46,4,174426,15,10,2,7,0,4,1,0,0,40,39,0
44,4,160369,15,10,2,9,0,4,1,0,0,2,39,0
37,4,156266,11,9,2,3,0,0,1,0,0,40,39,0
52,4,206359,8,11,2,12,0,4,1,0,0,40,39,0
22,4,195532,9,13,4,8,1,4,0,0,0,20,39,0
68,2,254218,8,11,2,4,0,4,1,0,0,24,39,0
40,4,79586,14,15,2,10,0,1,1,99999,0,40,0,1
33,4,232650,9,13,2,12,0,4,1,0,0,40,39,1
41,4,123403,11,9,2,1,0,4,1,0,0,40,39,0
46,0,110243,12,14,2,0,0,4,1,0,1977,20,39,1
36,4,269784,0,6,5,6,4,4,0,0,0,40,39,0
34,4,90409,15,10,4,8,3,4,1,0,0,40,39,0
34,6,181087,8,11,2,3,0,4,1,0,0,45,39,0
23,4,167868,8,11,4,1,1,4,0,0,0,40,39,0
22,4,218415,15,10,4,13,4,4,0,0,0,50,39,0
54,4,339667,11,9,4,1,1,4,1,0,0,41,39,0
31,4,176711,11,9,0,3,1,4,1,0,0,40,39,0
20,4,510643,11,9,4,14,1,4,1,0,0,40,39,0
34,4,176831,9,13,0,10,4,4,0,0,0,40,39,1
38,4,170783,8,11,0,8,3,4,1,0,0,25,39,0
44,4,248406,7,12,2,3,0,4,1,0,0,40,39,1
56,2,268213,12,14,2,10,0,4,1,0,0,35,0,1
50,4,171852,9,13,5,10,3,3,0,0,0,40,39,0
39,6,343476,9,13,2,10,0,4,1,15024,0,50,24,1
47,4,124973,8,11,2,4,0,4,1,15024,0,50,39,1
40,4,51233,9,13,0,7,4,4,0,0,0,38,39,0
20,4,162282,15,10,4,7,3,4,1,0,0,60,39,0
19,4,179707,15,10,4,1,3,4,1,0,0,30,39,0
42,4,188465,11,9,0,8,1,4,0,0,0,25,39,0
29,4,168479,12,14,4,12,1,4,1,0,0,40,39,0
47,4,209739,11,9,2,6,0,4,1,0,0,40,39,0
29,4,142519,11,9,4,6,3,4,1,0,0,40,39,0
37,4,211494,11,9,2,13,0,4,1,0,0,40,39,1
43,4,210844,9,13,0,4,1,2,0,0,0,40,39,1
46,4,202560,15,10,2,1,5,4,0,0,0,40,39,1
28,4,791084,15,10,4,3,3,4,1,0,0,50,39,0
45,7,102308,15,10,2,4,0,4,1,0,0,40,39,0
42,4,130126,15,10,2,4,0,4,1,0,0,40,39,0
29,0,427965,11,9,5,0,4,2,0,0,0,20,39,0
31,4,27494,15,10,2,12,0,1,1,0,0,50,36,0
42,4,195124,5,4,3,10,2,4,1,0,0,35,33,0
56,4,161662,9,13,2,4,0,4,1,0,0,42,39,1
42,4,135056,11,9,4,12,3,4,0,0,0,40,39,0
34,4,121321,11,9,2,14,0,4,1,0,0,50,39,1
40,4,82161,9,13,4,1,1,4,1,0,0,40,39,0
48,4,107373,0,6,2,14,0,4,1,0,0,40,39,1
20,4,188612,15,10,4,1,3,4,0,0,0,38,27,0
34,7,117186,11,9,2,11,0,4,1,0,0,40,39,1
42,4,119679,11,9,2,7,0,4,1,0,1579,42,39,0
24,4,175254,15,10,4,14,1,2,1,0,0,40,39,0
19,4,134664,11,9,2,12,0,4,1,3781,0,40,39,0
43,4,182437,9,13,4,10,1,4,1,0,0,45,39,1
54,4,295525,15,10,0,11,4,4,0,0,0,40,39,0
38,4,52963,9,13,4,1,1,4,0,0,0,50,39,0
21,4,275291,15,10,4,12,3,4,1,0,0,12,39,0
33,1,122220,15,10,2,4,5,2,0,0,0,40,39,1
50,4,22211,12,14,2,10,0,4,1,7688,0,50,39,1
21,4,151158,15,10,4,10,1,4,0,0,0,25,39,0
44,4,211517,2,8,0,8,1,4,1,0,0,40,39,0
48,4,99127,7,12,2,14,0,4,1,0,0,45,39,0
65,4,154164,7,12,2,1,0,4,1,20051,0,20,0,1
44,4,146908,11,9,2,10,0,4,1,0,0,40,39,0
33,4,288825,11,9,0,3,1,4,1,0,2258,84,39,0
22,4,202416,9,13,4,1,3,4,0,0,0,40,39,0
17,0,181337,0,6,4,0,3,3,0,0,0,20,39,0
22,0,243190,15,10,4,0,3,1,1,0,0,40,3,0
40,4,137142,11,9,2,12,0,4,1,0,0,60,39,0
22,4,248446,4,3,4,9,1,4,1,0,0,50,13,0
31,4,126950,11,9,0,14,1,4,1,0,0,40,39,0
36,7,89625,11,9,4,11,2,1,0,0,0,40,39,0
50,4,185407,8,11,2,13,0,4,1,0,0,38,39,1
20,4,227778,15,10,4,12,1,4,0,0,0,56,39,0
34,0,286689,12,14,4,0,1,4,1,4650,0,30,39,0
78,4,180239,12,14,6,3,4,1,1,0,0,40,35,0
34,4,193565,1,7,2,3,0,4,1,0,0,40,39,0
42,4,386175,15,10,0,12,1,4,1,0,0,50,39,1
20,4,184756,15,10,4,1,3,4,0,0,0,12,39,0
55,6,183580,12,14,0,4,1,4,1,0,0,45,39,0
32,4,185433,15,10,2,1,5,2,0,0,0,40,39,1
32,5,201314,11,9,2,5,0,4,1,0,0,50,39,0
28,2,401886,11,9,4,1,2,4,1,0,0,20,39,0
28,4,185896,15,10,4,6,1,0,1,0,0,47,26,0
23,4,256211,15,10,4,1,1,1,1,0,0,24,40,0
61,0,160625,9,13,2,0,0,4,1,4386,0,15,39,1
38,6,414991,11,9,2,7,0,4,1,0,0,70,0,0
62,1,57629,15,10,0,13,1,2,1,4650,0,40,39,0
20,4,352139,15,10,0,8,3,4,0,0,0,29,39,0
23,4,217169,9,13,4,1,3,4,0,0,0,40,39,0
25,2,249214,15,10,4,1,4,2,0,0,0,40,39,0
35,4,35945,9,13,2,4,0,4,1,0,0,40,39,1
42,2,339671,9,13,3,10,1,4,0,8614,0,45,39,1
53,4,247651,5,4,0,7,4,2,0,0,0,56,39,0
39,6,188571,1,7,2,14,0,4,1,0,0,40,39,0
40,2,329341,12,14,2,4,0,4,1,0,0,35,39,1
36,4,185405,11,9,2,1,0,4,1,0,0,50,39,1
42,4,367533,0,6,2,3,3,3,1,0,0,43,39,1
18,0,311863,11,9,4,0,3,4,1,0,0,40,39,0
44,4,367819,9,13,2,4,0,4,1,0,0,40,39,1
53,2,231166,11,9,5,14,1,4,1,0,0,40,39,0
26,4,181838,11,9,2,7,0,4,1,0,0,50,39,0
35,4,348690,9,13,2,14,0,4,1,0,0,40,39,0
28,7,37250,9,13,4,10,3,4,1,0,0,16,39,0
27,4,446947,9,13,4,1,4,2,0,0,0,55,39,0
54,4,43269,11,9,2,14,0,4,1,0,0,50,39,1
57,4,259010,15,10,2,14,0,4,1,0,0,84,39,0
35,4,37778,11,9,2,3,0,4,1,0,0,50,39,0
26,4,57593,1,7,2,3,0,4,1,0,0,40,39,0
19,4,111232,2,8,4,14,3,4,1,0,0,15,39,0
57,4,308861,15,10,5,12,1,4,0,0,0,40,39,0
43,7,227910,8,11,2,10,5,4,0,0,0,40,39,1
27,4,90692,8,11,4,8,1,1,0,0,0,40,30,0
18,4,335665,1,7,4,8,2,2,0,0,0,24,39,0
51,4,152652,1,7,0,7,1,4,1,0,0,40,39,0
28,4,217530,15,10,4,4,1,4,1,0,0,35,39,0
51,5,139127,15,10,0,4,4,4,0,0,0,50,39,0
31,4,156464,9,13,4,10,3,4,1,0,0,25,39,0
18,4,391495,15,10,4,12,3,4,0,0,0,25,39,0
35,4,337239,11,9,2,7,0,4,1,0,0,40,26,0
43,4,103759,11,9,2,14,0,4,1,0,0,40,39,0
40,4,112247,9,13,4,4,1,4,0,0,0,50,39,0
82,6,121944,5,4,2,4,0,4,1,0,0,40,39,0
28,1,329426,9,13,4,4,1,4,1,0,0,50,39,1
40,1,241895,11,9,2,1,0,4,1,0,0,40,39,0
57,5,121912,9,13,0,4,1,4,1,0,0,50,39,1
21,4,189203,8,11,4,11,1,4,1,0,0,40,39,0
22,0,125905,15,10,4,0,3,4,1,0,0,40,39,0
47,4,135803,11,9,2,8,0,1,1,0,0,25,30,0
28,4,265074,1,7,4,3,1,4,1,0,0,40,39,0
39,1,263690,12,14,2,8,0,2,1,3137,0,40,38,0
19,4,277695,13,1,4,5,1,4,1,0,0,50,26,0
34,6,304622,9,13,0,10,4,4,0,0,0,50,39,0
31,6,402812,11,9,2,3,0,4,1,7298,0,45,39,1
32,4,367904,0,6,0,7,1,4,0,0,0,40,26,0
19,4,178811,11,9,4,7,3,2,0,0,0,20,39,0
36,4,197860,11,9,0,8,4,2,0,0,0,40,14,0
25,4,250038,8,11,4,1,1,4,1,0,0,40,0,0
54,2,279881,8,11,2,14,0,2,1,0,0,40,39,0
26,4,149943,11,9,4,8,2,1,1,0,0,60,0,0
43,4,197609,15,10,0,8,1,4,0,0,0,30,39,0
46,1,297906,9,13,2,10,0,1,1,0,0,50,39,1
56,4,209280,11,9,5,12,4,2,0,0,0,16,39,0
44,1,130749,9,13,5,4,4,2,0,0,0,60,39,0
54,4,185407,15,10,2,5,0,4,1,0,0,40,39,0
18,4,131414,11,9,4,8,3,4,0,0,0,40,39,0
27,4,126349,15,10,4,12,1,4,1,0,0,49,39,0
23,0,114357,15,10,4,0,1,4,1,0,0,40,39,0
39,6,139770,12,14,2,4,5,4,0,0,0,30,39,1
67,4,24968,6,5,2,11,0,4,1,0,0,40,39,0
50,4,283281,5,4,2,7,0,2,1,0,0,40,39,0
22,0,219233,11,9,4,0,3,2,1,0,1602,30,39,0
29,1,155970,11,9,2,13,0,4,1,0,0,40,39,1
34,4,257128,11,9,0,3,1,4,1,0,0,40,39,0
28,4,122913,11,9,2,12,0,4,1,0,0,40,39,1
38,7,34364,12,14,0,1,1,4,0,0,0,40,39,0
23,4,72055,11,9,4,1,4,4,0,0,0,40,39,0
19,0,318264,15,10,4,0,3,4,1,0,0,30,39,0
20,2,224229,15,10,4,4,1,4,0,0,0,35,39,0
38,4,333651,9,13,2,10,0,4,1,15024,0,70,39,1
25,4,189775,15,10,3,1,3,2,0,0,0,20,39,0
40,4,285787,7,12,2,13,0,4,1,0,0,40,39,1
43,4,120277,15,10,0,12,4,4,1,0,0,55,39,0
43,4,133584,15,10,2,7,0,4,1,0,0,40,39,0
45,4,104521,15,10,2,3,0,4,1,0,0,40,39,0
32,4,128829,11,9,4,1,4,4,0,0,0,40,39,0
40,4,235786,15,10,2,3,0,4,1,0,0,44,39,1
23,0,32897,7,12,2,0,0,4,1,0,0,20,39,0
32,4,154571,15,10,4,8,2,1,1,0,0,40,0,0
23,0,184699,11,9,4,0,4,2,0,0,0,40,39,0
34,4,200117,0,6,2,3,0,4,1,0,0,40,39,0
37,4,227545,15,10,2,12,0,4,1,0,0,44,39,1
53,2,176059,12,14,0,10,4,4,0,0,0,50,39,0
56,2,381965,9,13,2,10,0,4,1,15024,0,40,39,1
45,4,165346,15,10,0,4,4,4,0,0,0,64,39,0
41,4,195821,10,16,2,4,5,4,0,0,1902,40,39,1
49,7,185800,12,14,0,10,4,2,0,7430,0,40,39,1
51,4,306785,11,9,0,1,1,4,0,0,0,40,39,0
41,4,91316,7,12,4,8,1,4,1,0,0,40,39,0
26,4,214413,15,10,4,3,3,4,1,0,0,40,39,0
17,4,400225,1,7,4,12,3,4,0,0,0,20,39,0
26,4,276967,15,10,2,12,0,4,1,0,0,40,39,0
22,4,374116,11,9,4,12,4,4,0,0,0,35,39,0
64,4,114994,15,10,5,8,1,4,1,0,0,40,39,0
60,4,76127,7,12,2,1,0,4,1,0,0,35,39,1
33,4,227325,7,12,4,8,1,4,1,0,0,60,34,0
